-n 
750,1,32,5.000000000143778e-07
750,1,32,4.1699999997479864e-07
750,1,32,4.5799999998097363e-07
750,5,32,4.999999999588667e-07
750,5,32,3.749999999969056e-07
750,5,32,5.000000000143778e-07
750,10,32,5.000000000143778e-07
750,10,32,4.1699999997479864e-07
750,10,32,5.419999999922709e-07
750,20,32,4.170000000303098e-07
750,20,32,3.749999999969056e-07
750,20,32,4.589999999526917e-07
750,55,32,4.1699999997479864e-07
750,55,32,5.000000000143778e-07
750,55,32,4.5799999998097363e-07
750,150,32,4.5799999998097363e-07
750,150,32,4.5799999998097363e-07
750,150,32,5.840000000256751e-07
750,400,32,5.000000000143778e-07
750,400,32,5.000000000143778e-07
750,400,32,4.1699999997479864e-07
