-n 
160,25,1,0.156792292
160,25,1,0.14343024999999998
160,25,1,0.14723425
1050,25,1,6.192479959
1050,25,1,6.33326625
1050,25,1,6.191889875
160,25,2,0.14973466600000002
160,25,2,0.149360333
160,25,2,0.15290495800000004
1050,25,2,6.216585667
1050,25,2,6.279977917
1050,25,2,6.289503167
160,25,4,0.14704983300000002
160,25,4,0.146599042
160,25,4,0.14712920799999996
1050,25,4,6.448131958
1050,25,4,6.31900075
1050,25,4,6.456679917
160,25,8,0.14607695799999998
160,25,8,0.144494375
160,25,8,0.144761333
1050,25,8,6.281036708
1050,25,8,6.63648425
1050,25,8,6.2128830420000005
160,25,16,0.145868292
160,25,16,0.14945512500000002
160,25,16,0.14757987500000003
1050,25,16,6.342829625
1050,25,16,6.518939542
1050,25,16,6.298556083
160,25,24,0.14520154200000002
160,25,24,0.144724291
160,25,24,0.15396091699999997
1050,25,24,6.342258332999999
1050,25,24,6.6517955
1050,25,24,6.227431208
160,25,32,0.14506016699999996
160,25,32,0.144893041
160,25,32,0.143888417
1050,25,32,6.433233875000001
1050,25,32,6.329324167
1050,25,32,6.662901917
